0 0 0
1 0 1
2 0 2
3 0 3
4 0 4
5 0 5
6 0 6
7 0 7
8 0 8
9 0 9
10 0 10
11 0 11
12 0 12
13 0 13
14 0 14
15 0 15
16 0 16
17 0 17
18 0 18
19 0 19
20 0 20
21 0 21
22 0 22
23 0 23
24 0 24
25 0 25
26 0 26
27 0 27
28 0 28
29 0 29
30 0 30
31 0 31
32 0 32
33 0 33
34 0 34
35 0 35
36 0 36
37 0 37
38 0 38
39 0 39
40 1 0
41 1 1
42 1 3
43 1 4
44 1 6
45 1 7
46 1 9
47 1 10
48 1 12
49 1 13
50 1 15
51 1 16
52 1 18
53 1 19
54 1 21
55 1 22
56 1 24
57 1 25
58 1 27
59 1 28
60 1 30
61 1 31
62 1 33
63 1 34
64 1 36
65 1 37
66 1 39
67 2 0
68 2 1
69 2 2
70 2 3
71 2 4
72 2 5
73 2 6
74 2 7
75 2 8
76 2 9
77 2 10
78 2 11
79 2 12
80 2 13
81 2 14
82 2 15
83 2 16
84 2 17
85 2 18
86 2 19
87 2 20
88 2 21
89 2 22
90 2 23
91 2 24
92 2 25
93 2 26
94 2 27
95 2 28
96 2 29
97 2 30
98 2 31
99 2 32
100 2 33
101 2 34
102 2 35
103 2 36
104 2 37
105 2 38
106 2 39
107 3 0
108 3 1
109 3 2
110 3 3
111 3 4
112 3 5
113 3 6
114 3 7
115 3 8
116 3 9
117 3 10
118 3 11
119 3 12
120 3 13
121 3 14
122 3 15
123 3 16
124 3 17
125 3 18
126 3 19
127 3 20
128 3 21
129 3 22
130 3 23
131 3 24
132 3 25
133 3 26
134 3 27
135 3 28
136 3 29
137 3 30
138 3 31
139 3 32
140 3 33
141 3 34
142 3 35
143 3 36
144 3 37
145 3 38
146 3 39
147 4 1
148 4 2
149 4 4
150 4 5
151 4 7
152 4 8
153 4 10
154 4 11
155 4 13
156 4 14
157 4 16
158 4 17
159 4 19
160 4 20
161 4 22
162 4 23
163 4 25
164 4 26
165 4 28
166 4 29
167 4 31
168 4 32
169 4 34
170 4 35
171 4 37
172 4 38
173 5 0
174 5 1
175 5 2
176 5 3
177 5 4
178 5 5
179 5 6
180 5 7
181 5 8
182 5 9
183 5 10
184 5 11
185 5 12
186 5 13
187 5 14
188 5 15
189 5 16
190 5 17
191 5 18
192 5 19
193 5 20
194 5 21
195 5 22
196 5 23
197 5 24
198 5 25
199 5 26
200 5 27
201 5 28
202 5 29
203 5 30
204 5 31
205 5 32
206 5 33
207 5 34
208 5 35
209 5 36
210 5 37
211 5 38
212 5 39
213 6 0
214 6 1
215 6 2
216 6 3
217 6 4
218 6 5
219 6 6
220 6 7
221 6 8
222 6 9
223 6 10
224 6 11
225 6 12
226 6 13
227 6 14
228 6 15
229 6 16
230 6 17
231 6 18
232 6 19
233 6 20
234 6 21
235 6 22
236 6 23
237 6 24
238 6 25
239 6 26
240 6 27
241 6 28
242 6 29
243 6 30
244 6 31
245 6 32
246 6 33
247 6 34
248 6 35
249 6 36
250 6 37
251 6 38
252 6 39
253 7 0
254 7 1
255 7 3
256 7 4
257 7 6
258 7 7
259 7 9
260 7 10
261 7 12
262 7 13
263 7 15
264 7 16
265 7 18
266 7 19
267 7 21
268 7 22
269 7 24
270 7 25
271 7 27
272 7 28
273 7 30
274 7 31
275 7 33
276 7 34
277 7 36
278 7 37
279 7 39
280 8 0
281 8 1
282 8 2
283 8 3
284 8 4
285 8 5
286 8 6
287 8 7
288 8 8
289 8 9
290 8 10
291 8 11
292 8 12
293 8 13
294 8 14
295 8 15
296 8 16
297 8 17
298 8 18
299 8 19
300 8 20
301 8 21
302 8 22
303 8 23
304 8 24
305 8 25
306 8 26
307 8 27
308 8 28
309 8 29
