0 0 0
1 0 1
2 0 2
3 0 3
4 0 4
5 0 5
6 0 6
7 0 7
8 0 8
9 0 9
10 0 10
11 0 11
12 0 12
13 0 13
14 0 14
15 1 0
16 1 1
17 1 2
18 1 3
19 1 4
20 1 5
21 1 6
22 1 7
23 1 8
24 1 9
25 1 10
26 1 11
27 1 12
28 1 13
29 1 14
30 2 0
31 2 1
32 2 2
33 2 3
34 2 4
35 2 5
36 2 6
37 2 7
38 2 8
39 2 9
40 2 10
41 2 11
42 2 12
43 2 13
44 2 14
45 3 0
46 3 1
47 3 7
48 3 8
49 3 9
50 3 10
51 3 11
52 3 12
53 3 13
54 3 14
55 4 0
56 4 1
57 4 7
58 4 8
59 4 9
60 4 10
61 4 11
62 4 12
63 4 13
64 4 14
65 5 0
66 5 1
67 5 7
68 5 8
69 5 9
70 5 10
71 5 11
72 5 12
73 5 13
74 5 14
75 6 0
76 6 1
77 6 7
78 6 8
79 6 9
80 6 10
81 6 11
82 6 12
83 6 13
84 6 14
85 7 0
86 7 1
87 7 2
88 7 3
89 7 4
90 7 5
91 7 6
92 7 7
93 7 8
94 7 9
95 7 10
96 7 11
97 7 12
98 7 13
99 7 14
100 8 0
101 8 1
102 8 2
103 8 3
104 8 4
105 8 5
106 8 6
107 8 7
108 8 8
109 8 9
110 8 10
111 8 11
112 8 12
113 8 13
114 8 14
115 9 0
116 9 1
117 9 2
118 9 3
119 9 4
120 9 5
121 9 6
122 9 7
123 9 8
124 9 9
125 9 10
126 9 11
127 9 12
128 9 13
129 9 14
130 10 0
131 10 1
132 10 2
133 10 3
134 10 4
135 10 5
136 10 6
137 10 7
138 10 8
139 10 9
140 10 10
141 10 11
142 10 12
143 10 13
144 10 14
145 11 0
146 11 1
147 11 2
148 11 3
149 11 4
150 11 5
151 11 6
152 11 7
153 11 8
154 11 9
155 11 10
156 11 11
157 11 12
158 11 13
159 11 14
160 12 0
161 12 1
162 12 2
163 12 3
164 12 4
165 12 5
166 12 6
167 12 7
168 12 8
169 12 9
170 12 10
171 12 11
172 12 12
173 12 13
174 12 14
175 13 0
176 13 1
177 13 2
178 13 3
179 13 4
180 13 5
181 13 6
182 13 7
183 13 11
184 13 12
185 13 13
186 13 14
187 14 0
188 14 1
189 14 2
190 14 3
191 14 4
192 14 5
193 14 6
194 14 7
195 14 11
196 14 12
197 14 13
198 14 14
