0 0 0
1 0 1
2 0 2
3 0 3
4 0 4
5 0 5
6 0 6
7 0 7
8 0 8
9 0 9
10 0 10
11 0 11
12 0 12
13 0 13
14 0 14
15 1 0
16 1 1
17 1 3
18 1 4
19 1 6
20 1 7
21 1 9
22 1 10
23 1 12
24 1 13
25 2 0
26 2 1
27 2 2
28 2 3
29 2 4
30 2 5
31 2 6
32 2 7
33 2 8
34 2 9
35 2 10
36 2 11
37 2 12
38 2 13
39 2 14
40 3 0
41 3 1
42 3 2
43 3 3
44 3 4
45 3 5
46 3 6
47 3 7
48 3 8
49 3 9
50 3 10
51 3 11
52 3 12
53 3 13
54 3 14
55 4 1
56 4 2
57 4 4
58 4 5
59 4 7
60 4 8
61 4 10
62 4 11
63 4 13
64 4 14
65 5 0
66 5 1
67 5 2
68 5 3
69 5 4
70 5 5
71 5 6
72 5 7
73 5 8
74 5 9
75 5 10
76 5 11
77 5 12
78 5 13
79 5 14
80 6 0
81 6 1
82 6 2
83 6 3
84 6 4
85 6 5
86 6 6
87 6 7
88 6 8
89 6 9
90 6 10
91 6 11
92 6 12
93 6 13
94 6 14
95 7 0
96 7 1
97 7 3
98 7 4
99 7 6
100 7 7
101 7 9
102 7 10
103 7 12
104 7 13
105 8 0
106 8 1
107 8 2
108 8 3
109 8 4
110 8 5
111 8 6
112 8 7
113 8 8
114 8 9
115 8 10
116 8 11
117 8 12
118 8 13
119 8 14
120 9 0
121 9 1
122 9 2
123 9 3
124 9 4
125 9 5
126 9 6
127 9 7
128 9 8
129 9 9
130 9 10
131 9 11
132 9 12
133 9 13
134 9 14
135 10 1
136 10 2
137 10 4
138 10 5
139 10 7
140 10 8
141 10 10
142 10 11
143 10 13
144 10 14
145 11 0
146 11 1
147 11 2
148 11 3
149 11 4
150 11 5
151 11 6
152 11 7
153 11 8
154 11 9
155 11 10
156 11 11
157 11 12
158 11 13
159 11 14
160 12 0
161 12 1
162 12 2
163 12 3
164 12 4
165 12 5
166 12 6
167 12 7
168 12 8
169 12 9
170 12 10
171 12 11
172 12 12
173 12 13
174 12 14
175 13 0
176 13 1
177 13 3
178 13 4
179 13 6
180 13 7
181 13 9
182 13 10
183 13 12
184 13 13
185 14 0
186 14 1
187 14 2
188 14 3
189 14 4
190 14 5
191 14 6
192 14 7
193 14 8
194 14 9
195 14 10
196 14 11
197 14 12
198 14 13
199 14 14
