0 0 0
1 0 1
2 0 2
3 0 3
4 0 4
5 0 5
6 0 6
7 0 7
8 0 8
9 0 9
10 0 10
11 0 11
12 0 12
13 0 13
14 0 14
15 0 15
16 0 16
17 0 17
18 0 18
19 0 19
20 0 20
21 0 21
22 0 22
23 0 23
24 0 24
25 1 0
26 1 1
27 1 3
28 1 4
29 1 6
30 1 7
31 1 9
32 1 10
33 1 12
34 1 13
35 1 15
36 1 16
37 1 18
38 1 19
39 1 21
40 1 22
41 1 24
42 2 0
43 2 1
44 2 2
45 2 3
46 2 4
47 2 5
48 2 6
49 2 7
50 2 8
51 2 9
52 2 10
53 2 11
54 2 12
55 2 13
56 2 14
57 2 15
58 2 16
59 2 17
60 2 18
61 2 19
62 2 20
63 2 21
64 2 22
65 2 23
66 2 24
67 3 0
68 3 1
69 3 2
70 3 3
71 3 4
72 3 5
73 3 6
74 3 7
75 3 8
76 3 9
77 3 10
78 3 11
79 3 12
80 3 13
81 3 14
82 3 15
83 3 16
84 3 17
85 3 18
86 3 19
87 3 20
88 3 21
89 3 22
90 3 23
91 3 24
92 4 1
93 4 2
94 4 4
95 4 5
96 4 7
97 4 8
98 4 10
99 4 11
100 4 13
101 4 14
102 4 16
103 4 17
104 4 19
105 4 20
106 4 22
107 4 23
108 5 0
109 5 1
110 5 2
111 5 3
112 5 4
113 5 5
114 5 6
115 5 7
116 5 8
117 5 9
118 5 10
119 5 11
120 5 12
121 5 13
122 5 14
123 5 15
124 5 16
125 5 17
126 5 18
127 5 19
128 5 20
129 5 21
130 5 22
131 5 23
132 5 24
133 6 0
134 6 1
135 6 2
136 6 3
137 6 4
138 6 5
139 6 6
140 6 7
141 6 8
142 6 9
143 6 10
144 6 11
145 6 12
146 6 13
147 6 14
148 6 15
149 6 16
150 6 17
151 6 18
152 6 19
153 6 20
154 6 21
155 6 22
156 6 23
157 6 24
158 7 0
159 7 1
160 7 3
161 7 4
162 7 6
163 7 7
164 7 9
165 7 10
166 7 12
167 7 13
168 7 15
169 7 16
170 7 18
171 7 19
172 7 21
173 7 22
174 7 24
175 8 0
176 8 1
177 8 2
178 8 3
179 8 4
180 8 5
181 8 6
182 8 7
183 8 8
184 8 9
185 8 10
186 8 11
187 8 12
188 8 13
189 8 14
190 8 15
191 8 16
192 8 17
193 8 18
194 8 19
195 8 20
196 8 21
197 8 22
198 8 23
199 8 24
200 9 0
201 9 1
202 9 2
203 9 3
204 9 4
205 9 5
206 9 6
207 9 7
208 9 8
209 9 9
210 9 10
211 9 11
212 9 12
213 9 13
214 9 14
215 9 15
216 9 16
217 9 17
218 9 18
219 9 19
220 9 20
221 9 21
222 9 22
223 9 23
224 9 24
225 10 1
226 10 2
227 10 4
228 10 5
229 10 7
230 10 8
231 10 10
232 10 11
233 10 13
234 10 14
235 10 16
236 10 17
237 10 19
238 10 20
239 10 22
240 10 23
241 11 0
242 11 1
243 11 2
244 11 3
245 11 4
246 11 5
247 11 6
248 11 7
249 11 8
250 11 9
251 11 10
252 11 11
253 11 12
254 11 13
255 11 14
256 11 15
257 11 16
258 11 17
259 11 18
260 11 19
261 11 20
262 11 21
263 11 22
264 11 23
265 11 24
266 12 0
267 12 1
268 12 2
269 12 3
270 12 4
271 12 5
272 12 6
273 12 7
274 12 8
275 12 9
276 12 10
277 12 11
278 12 12
279 12 13
280 12 14
281 12 15
282 12 16
283 12 17
284 12 18
285 12 19
286 12 20
287 12 21
288 12 22
289 12 23
290 12 24
291 13 0
292 13 1
293 13 3
294 13 4
295 13 6
296 13 7
297 13 9
298 13 10
299 13 12
300 13 13
301 13 15
302 13 16
303 13 18
304 13 19
305 13 21
306 13 22
307 13 24
308 14 0
309 14 1
